/WebCalendar-1.2.4/,./exploits/linux/http/webcalendar_settings_exec.rb
/spywall/pbcontrol.php,./exploits/linux/http/symantec_web_gateway_pbcontrol.rb
/WeBid,./exploits/linux/http/webid_converter.rb
/dolibarr/,./exploits/linux/http/dolibarr_cmd_exec.rb
/ctc/servlet,./auxiliary/admin/sap/sap_configservlet_exec_noauth.rb
/users/password,./auxiliary/admin/http/rails_devise_pass_reset.rb
/apply.cgi,./auxiliary/admin/http/linksys_wrt54gl_exec.rb,
/seam-booking/home.seam,./auxiliary/admin/http/jboss_seam_exec.rb
/cgi-bin/admin.cgi,./auxiliary/admin/http/scrutinizer_add_user.rb
/openbravo/,./auxiliary/admin/http/openbravo_xxe.rb
/BEMS,./auxiliary/admin/scada/advantech_webaccess_dbvisitor_sqli.rb
/CimWeb,./auxiliary/admin/scada/ge_proficy_substitute_traversal.rb
/PI/services/UCP/,./auxiliary/admin/cisco/cisco_secure_acs_bypass.rb
/_all_dbs,./auxiliary/scanner/couchdb/couchdb_enum.rb
/sap/bc/soap/rfc,./auxiliary/scanner/sap/sap_soap_rfc_brute_login.rb
/admin/index.jsp,./auxiliary/scanner/http/apache_activemq_source_disclosure.rb
/.svn/,./auxiliary/scanner/http/svn_wcdb_scanner.rb
/bitweaver/,./auxiliary/scanner/http/bitweaver_overlay_type_traversal.rb
/data/login,./auxiliary/scanner/http/dell_idrac.rb
/SiteScope/,./auxiliary/scanner/http/hp_sitescope_getfileinternal_fileaccess.rb
/status,./auxiliary/scanner/http/jboss_status.rb
/provision/index.php,./auxiliary/scanner/http/openmind_messageos_login.rb
/clansphere_2011.3/,./auxiliary/scanner/http/clansphere_traversal.rb
/imc,./auxiliary/scanner/http/hp_imc_reportimgservlt_traversal.rb
/VPortal/mgtconsole/CheckPassword.jsp,./auxiliary/scanner/http/infovista_enum.rb
/SiteScope/,./auxiliary/scanner/http/hp_sitescope_getsitescopeconfiguration.rb
/crowd/services,./auxiliary/scanner/http/atlassian_crowd_fileaccess.rb
/s40/,./auxiliary/scanner/http/s40_traversal.rb
/SiteScope/,./auxiliary/scanner/http/hp_sitescope_loadfilecontent_fileaccess.rb
/forum,./auxiliary/gather/mybb_db_fingerprint.rb
/userinfo/search,./auxiliary/gather/ibm_sametime_enumerate_users.rb
/dolibarr/,./auxiliary/gather/doliwamp_traversal_creds.rb
/portal,./auxiliary/gather/apache_rave_creds.rb
/drupal,./auxiliary/gather/drupal_openid_xxe.rb
